,index,fixture_id,rating,accurate_passes,start_time,home_name,away_name,home_goals,away_goals,dribble_success_percentage,duels_won_percentage,passing_accuracy,city,capacity,name_away,city_away,capacity_away,distance_traveled,CUM_HT_HW,CUM_HT_HL,CUM_HT_HD,CUM_HT_AW,CUM_HT_AL,CUM_HT_AD,CUM_AT_HW,CUM_AT_HL,CUM_AT_HD,CUM_AT_AW,CUM_AT_AL,CUM_AT_AD,H_GF_AH,H_GF_OTR,H_GA_AH,H_GA_OTR,A_GF_AH,A_GF_OTR,A_GA_AH,A_GA_OTR,home_mean_rating,home_min_rating,home_max_rating,home_std_rating,home_mean_tackles,home_min_tackles,home_max_tackles,home_std_tackles,home_mean_blocks,home_min_blocks,home_max_blocks,home_std_blocks,home_mean_interceptions,home_min_interceptions,home_max_interceptions,home_std_interceptions,home_mean_dribble_success_percentage,home_min_dribble_success_percentage,home_max_dribble_success_percentage,home_std_dribble_success_percentage,home_mean_duels_won_percentage,home_min_duels_won_percentage,home_max_duels_won_percentage,home_std_duels_won_percentage,home_mean_passing_accuracy,home_min_passing_accuracy,home_max_passing_accuracy,home_std_passing_accuracy,home_mean_key_passes,home_min_key_passes,home_max_key_passes,home_std_key_passes,home_mean_fouls_drawn,home_min_fouls_drawn,home_max_fouls_drawn,home_std_fouls_drawn,home_mean_fouls_committed,home_min_fouls_committed,home_max_fouls_committed,home_std_fouls_committed,away_mean_rating,away_min_rating,away_max_rating,away_std_rating,away_mean_tackles,away_min_tackles,away_max_tackles,away_std_tackles,away_mean_blocks,away_min_blocks,away_max_blocks,away_std_blocks,away_mean_interceptions,away_min_interceptions,away_max_interceptions,away_std_interceptions,away_mean_dribble_success_percentage,away_min_dribble_success_percentage,away_max_dribble_success_percentage,away_std_dribble_success_percentage,away_mean_duels_won_percentage,away_min_duels_won_percentage,away_max_duels_won_percentage,away_std_duels_won_percentage,away_mean_passing_accuracy,away_min_passing_accuracy,away_max_passing_accuracy,away_std_passing_accuracy,away_mean_key_passes,away_min_key_passes,away_max_key_passes,away_std_key_passes,away_mean_fouls_drawn,away_min_fouls_drawn,away_max_fouls_drawn,away_std_fouls_drawn,away_mean_fouls_committed,away_min_fouls_committed,away_max_fouls_committed,away_std_fouls_committed,home_top_scorer_1,home_top_scorer_2,home_top_scorer_3,home_top_scorer_4,home_top_scorer_5,home_top_scorer_6,home_top_scorer_7,home_top_scorer_8,home_top_scorer_9,home_top_scorer_10,home_top_scorer_11,home_goals_dist_skewness,home_goals_0.25_quant,home_goals_0.5_quant,home_goals_0.75_quant,home_top_assistor_1,home_top_assistor_2,home_top_assistor_3,home_top_assistor_4,home_top_assistor_5,home_top_assistor_6,home_top_assistor_7,home_top_assistor_8,home_top_assistor_9,home_top_assistor_10,home_top_assistor_11,home_assists_dist_skewness,home_assists_0.25_quant,home_assists_0.5_quant,home_assists_0.75_quant,away_top_scorer_1,away_top_scorer_2,away_top_scorer_3,away_top_scorer_4,away_top_scorer_5,away_top_scorer_6,away_top_scorer_7,away_top_scorer_8,away_top_scorer_9,away_top_scorer_10,away_top_scorer_11,away_goals_dist_skewness,away_goals_0.25_quant,away_goals_0.5_quant,away_goals_0.75_quant,away_top_assistor_1,away_top_assistor_2,away_top_assistor_3,away_top_assistor_4,away_top_assistor_5,away_top_assistor_6,away_top_assistor_7,away_top_assistor_8,away_top_assistor_9,away_top_assistor_10,away_top_assistor_11,away_assists_dist_skewness,away_assists_0.25_quant,away_assists_0.5_quant,away_assists_0.75_quant,club_history_home_wins,club_history_away_wins,club_history_draws
883,883,11787,,76.0,2017-11-25 10:00:00,Manchester United,Brighton,1,0,,0.333,2.923,Manchester,76212,The American Express Community Stadium,"Falmer, East Sussex",31872,202.823077551494,11.0,0.0,8.0,10.0,3.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,61.0,50.0,20.0,40.0,6.0,4.0,5.0,6.0,,,,,2.3181818181818183,1.9090909090909092,3.1818181818181817,0.904614016999199,0.1816933066933067,0.0,1.0,0.4298034516666508,0.8656371406371407,0.0,2.272727272727273,0.9370122196184498,0.6579,0.06818181818181818,0.9285454545454546,0.4232988217751896,0.49795158730158723,0.16072727272727272,0.7316363636363636,0.23809981881187103,3.1331890970140974,1.8394545454545452,4.999181818181818,1.2726839839903887,0.8396076146076147,0.0,1.9090909090909092,1.0719851310775241,0.6446109446109447,0.0,2.090909090909091,0.9841036335606189,0.5184787434787436,0.0,1.3636363636363635,0.6506665034106754,,,,,2.7190476190476187,1.5,4.0,1.2977303858383045,0.4598001205144063,0.0,1.6428571428571428,0.7153719566995071,1.6155079047936192,0.35714285714285715,3.7857142857142856,1.6796549733318207,0.8958333333333335,0.5,1.0,0.2736067977499789,0.5142934704184704,0.1932857142857143,0.8252857142857144,0.2649314256017097,3.965856010656011,2.0867857142857136,13.761071428571428,3.7649123499509667,0.6192850799993657,0.0,2.5,1.0636519615039743,0.499215268858126,0.0,2.142857142857143,0.9323154880509257,0.499838851624566,0.0,1.6428571428571428,0.8007945494325989,26.0,11.0,8.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0757851296059777,1.0,2.0378925648029886,8.0,9.0,7.0,6.0,5.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0,0.031230622981566508,0.7578076557453917,4.0,5.25,7.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0540969956880466,0.0,1.0,2.0135242489220118,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2473328748774737,0.0,1.0,1.25,0,0,0
884,884,11788,,81.0,2017-11-25 10:00:00,Newcastle,Watford,0,3,0.5,0.643,2.7,Newcastle upon Tyne,52758,Vicarage Road,Watford,22200,,9.0,4.0,6.0,3.0,13.0,3.0,7.0,7.0,5.0,4.0,13.0,2.0,39.0,15.0,28.0,46.0,49.0,38.0,55.0,71.0,,,,,1.7525974025974025,1.0909090909090908,3.272727272727273,1.073165294763593,0.025974025974025972,0.0,0.18181818181818182,0.06112498455021266,1.5441558441558443,0.45454545454545453,3.272727272727273,1.0821301968822388,0.6296075757575758,0.33309090909090916,0.9545454545454546,0.3045876167102083,0.48755811965811974,0.24027272727272733,0.6982727272727272,0.1926023294567918,3.758863059163059,2.0173636363636365,8.439363636363636,2.335926103887459,1.203138528138528,0.2727272727272727,2.727272727272727,1.0302366895224029,0.6363997113997114,0.09090909090909091,1.8181818181818181,0.8168604984979316,0.651010101010101,0.0,1.8181818181818181,0.9564481865773338,,,,,2.282631257631258,1.1538461538461537,3.6923076923076925,1.1876976623010214,0.44520083091511664,0.0,2.357142857142857,0.9762498296915557,1.2912724180581325,0.2857142857142857,1.9285714285714286,0.7751975020265677,0.7291458333333334,0.416625,1.0,0.39729161425856147,0.5692940527726241,0.34385714285714286,0.7595714285714285,0.17155422417447494,4.116596489225061,1.834214285714286,8.751857142857142,3.3174634334988222,0.4501478680050108,0.0,2.0714285714285716,0.7834202326724106,0.7606752374609517,0.21428571428571427,2.0,0.8834586951179024,0.49901229722658297,0.0,1.9285714285714286,0.6975698220508882,6.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.526039094376667,0.0,1.0,2.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349384988704516,0.0,0.0,2.087346247176129,9.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.1673644957756728,1.0,2.5,3.5,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.630319680190645,0.47273976014298374,1.0,2.0,0,2,0
885,885,11786,,57.0,2017-11-25 10:00:00,Crystal Palace,Stoke City,2,1,,,5.182,London,26309,bet365 Stadium,"Stoke-on-Trent, Staffordshire",30089,,6.0,11.0,2.0,4.0,13.0,2.0,7.0,6.0,6.0,4.0,11.0,4.0,41.0,40.0,50.0,74.0,48.0,36.0,50.0,69.0,,,,,3.1517857142857144,1.9,4.9,1.3992249080731667,0.15155122655122655,0.0,0.9090909090909091,0.3588171476169134,0.9110028860028859,0.0,3.4545454545454546,1.6536959277588212,0.21449333333333334,0.05,0.45,0.34816206204575245,0.5154219841269841,0.3375,0.6625,0.1351768947103628,3.129856746031747,1.7440000000000004,7.168727272727273,2.114451063587878,0.21103896103896103,0.0,1.0,0.3990108597658923,0.0954906204906205,0.0,0.5454545454545454,0.19976048061411386,0.7514069264069264,0.0,2.0,0.8689046787818014,,,,,1.7225108225108228,1.0,3.0,1.049160984942716,0.18929126429126428,0.0,0.8461538461538461,0.45301764445238213,1.581066156066156,0.0,3.923076923076923,1.9680691512619193,0.5487254761904762,0.2,1.0,0.4818825284280405,0.5819978775853775,0.23008333333333333,0.8099166666666667,0.27422674713918127,4.357950063825063,2.7017692307692305,8.353846153846153,2.329781118829767,0.2649073149073149,0.0,1.1538461538461537,0.5534468699036539,0.3541125541125541,0.07692307692307693,1.6153846153846154,0.599993852696589,0.2949134199134199,0.0,1.3846153846153846,0.6357962098959182,10.0,6.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.4812083136810317,0.75,1.740604156840516,3.25,9.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.9151983332550926,0.75,1.4575991666275463,3.0,10.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.6294226336106388,1.0,2.0,3.25,8.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0473734036434754,1.0,2.5236867018217377,3.0,3,1,0
886,886,11789,,,2017-11-25 10:00:00,Swansea,Bournemouth,0,0,,,,Swansea,21028,Vitality Stadium,"Bournemouth, Dorset",12000,,9.0,9.0,1.0,4.0,11.0,4.0,7.0,8.0,4.0,4.0,11.0,4.0,45.0,37.0,59.0,63.0,56.0,38.0,61.0,65.0,,,,,1.6978571428571427,1.0,2.5,0.9070037049452349,0.11554834054834054,0.0,0.7272727272727273,0.3028509546288044,0.9884920634920635,0.0,2.6363636363636362,1.2444676041131397,0.95644,0.9,1.0,0.08176021037154932,0.6585700937950937,0.37872727272727275,1.0,0.25692157852304176,3.155220335220335,2.1078181818181823,6.235454545454545,1.555315327609301,0.3113997113997114,0.0,1.1818181818181819,0.5880546513786331,0.6542568542568543,0.0,1.9090909090909092,0.8521879370938938,1.1902958152958152,0.0,2.5454545454545454,1.1600850275610344,,,,,1.7587301587301585,1.0,2.9166666666666665,0.9829175394125894,0.08712359069501928,0.0,0.7857142857142857,0.2537001428733568,0.5241248830534545,0.0,1.7142857142857142,0.7290488256180334,0.4369910256410257,0.0,0.7521538461538462,0.4715983291668134,0.40395605292143755,0.047384615384615386,0.6443076923076924,0.21848599321165965,12.193391278166278,4.342076923076923,30.11253846153845,11.028746288755052,0.37904436833008265,0.0,1.5714285714285714,0.7007019880267311,0.831967635539064,0.0,2.7142857142857144,1.3000444845077959,0.6649552828124257,0.0,2.642857142857143,1.1507688564957659,6.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8919611209255175,0.6689708406941381,1.0,3.25,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406215604155839,0.0,0.5,2.0,15.0,14.0,6.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.6091786782450601,2.0,2.5,4.5,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,-1.1396639062644667,1.75,3.0,3.0,0,3,1
887,887,11790,,85.0,2017-11-25 10:00:00,Tottenham,West Brom,1,1,,0.471,1.118,London,62850,The Hawthorns,West Bromwich,28003,,16.0,1.0,2.0,11.0,5.0,3.0,9.0,7.0,3.0,3.0,10.0,6.0,82.0,76.0,25.0,35.0,48.0,30.0,45.0,56.0,,,,,2.3266666666666667,1.1,4.7,2.1289061641951763,0.0,0.0,0.0,0.0,0.6475468975468975,0.2727272727272727,1.0,0.44150409200356294,0.9256523809523809,0.8,1.0,0.12485112499226653,0.5150178932178933,0.23590909090909087,0.761,0.23750338321494388,3.0134937950937952,2.1527272727272724,4.29,1.2438635343494542,1.344805194805195,0.0,4.636363636363637,2.067237036304929,0.8347402597402597,0.09090909090909091,2.1818181818181817,0.9131921456439474,1.7215728715728715,0.5454545454545454,4.545454545454546,1.8145275995942902,,,,,2.8181318681318683,1.4615384615384615,4.6923076923076925,1.6802101979967607,0.6091349127063413,0.0,1.9285714285714286,0.8441907589034708,1.2081684188827049,0.0,3.142857142857143,1.3071306460558243,0.705041341991342,0.3090909090909091,1.0,0.37123317213474094,0.5060733072483072,0.2863076923076923,0.7025384615384616,0.16967952090557994,4.871382980313338,2.7199285714285715,10.678642857142858,2.81835790146881,0.23650080078651506,0.0,0.6428571428571429,0.35025967717501033,0.3505766059337488,0.0,1.8571428571428572,0.7158620273404975,0.6919853955568241,0.0,2.2142857142857144,1.0665124671993214,37.0,18.0,12.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.9421411697691524,0.75,1.9710705848845762,11.25,14.0,10.0,8.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.7692367067474689,0.0,2.5,7.25,7.0,6.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6170752309802169,0.46280642323516263,1.0,4.25,9.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.5651197923015285,1.0,1.5,2.141279948075382,1,0,3
888,888,11785,,85.0,2017-11-25 12:30:00,Liverpool,Chelsea,1,1,0.5,0.5,7.083,Liverpool,55212,Stamford Bridge,London,41841,178.42623471666357,11.0,2.0,6.0,8.0,5.0,6.0,15.0,3.0,1.0,14.0,3.0,2.0,81.0,68.0,34.0,63.0,87.0,60.0,46.0,31.0,,,,,2.889177489177489,1.5454545454545454,4.909090909090909,2.1040955592196258,0.0935786435786436,0.0,0.7272727272727273,0.2751175323555382,1.066053391053391,0.2727272727272727,3.0,1.3437054867828828,0.39626818181818185,0.051909090909090905,0.8005454545454544,0.37545582318935256,0.371843253968254,0.11372727272727273,0.665,0.22288764220110915,3.1940879870129875,2.0184545454545453,6.193181818181818,1.64790550573708,1.6937590187590188,0.36363636363636365,3.4545454545454546,1.4107057282922315,1.0199134199134199,0.45454545454545453,2.0,0.6694027677426216,0.9076479076479077,0.09090909090909091,1.8181818181818181,0.6891592282743131,,,,,3.9635836385836383,1.5384615384615385,8.0,3.6938777500642352,0.3585089513660941,0.07142857142857142,1.0714285714285714,0.5046127128339404,0.6960610817753675,0.14285714285714285,1.8571428571428572,0.9131484060014528,0.8326883333333335,0.6832,0.95,0.18057525587855605,0.6346739383632242,0.17528571428571427,0.9512857142857143,0.31719065017441567,8.42318607523429,1.743714285714285,26.044785714285716,10.456068050224387,0.4507997954426526,0.0,2.857142857142857,1.040230670470888,0.3915673612102184,0.0,1.7857142857142858,0.6732518293392812,0.3895602413459556,0.07142857142857142,1.4285714285714286,0.5854524374121115,16.0,11.0,9.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.4221943265757824,0.75,2.0,4.5,9.0,7.0,5.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.7765493041953054,0.582411978146479,2.5,4.25,17.0,11.0,9.0,8.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0179599201989886,2.0,6.0,8.25,14.0,9.0,9.0,6.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0559602654455276,1.763990066361382,3.5,6.75,2,0,2
889,889,11784,,76.0,2017-11-26 08:30:00,Southampton,Everton,4,1,,0.545,4.75,"Southampton, Hampshire",32689,Goodison Park,Liverpool,40569,,6.0,8.0,5.0,6.0,8.0,5.0,12.0,5.0,2.0,2.0,10.0,7.0,50.0,42.0,41.0,46.0,76.0,39.0,47.0,59.0,,,,,1.9488095238095238,1.1,3.8,1.312533445713724,0.0,0.0,0.0,0.0,0.4808080808080808,0.0,1.6363636363636365,0.9014359045246212,0.7013648148148147,0.22233333333333338,0.963,0.40807035491472016,0.5164169552669552,0.38727272727272727,0.6246363636363635,0.10897660672392845,7.0259948773448775,6.062454545454546,8.904545454545454,1.4107421810112284,0.9874458874458873,0.0,3.3636363636363638,1.550553679571998,1.0949134199134198,0.0,2.3636363636363638,1.4000531059183166,0.602958152958153,0.09090909090909091,1.6363636363636365,0.8095671434366072,,,,,1.185,1.0,1.7,0.35900969083711015,0.058774558774558776,0.0,0.42857142857142855,0.16404532688583545,0.41612910898625183,0.0,1.2857142857142858,0.6355672182399513,0.5555555555555556,0.3333333333333333,0.7916666666666666,0.29123957336426604,0.4239972971472972,0.3108461538461539,0.6205384615384616,0.13048758917859518,8.500310928357358,3.517071428571428,16.535714285714285,5.791437194431879,0.11136264529121674,0.0,0.6428571428571429,0.2783752708018705,0.3165675594247023,0.0,1.0,0.5019603262793952,0.7504880040594326,0.0,2.2857142857142856,1.0237555189783765,8.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.5977369613837205,0.0,2.0,2.25,5.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3978369432477396,0.0,0.6989184716238698,3.25,7.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9556058770630733,1.0,1.5,4.0,11.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.8428771707588332,1.0,1.9214385853794167,3.25,1,2,1
890,890,11783,,93.0,2017-11-26 09:00:00,Burnley,Arsenal,0,1,0.0,0.5,2.214,Burnley,22546,Emirates Stadium,London,60383,178.46840953612121,10.0,5.0,4.0,3.0,11.0,5.0,16.0,1.0,2.0,6.0,10.0,3.0,29.0,19.0,22.0,42.0,76.0,67.0,28.0,57.0,,,,,1.4471861471861471,1.0,2.6363636363636362,0.8879950771161862,0.4727466977466978,0.0,2.272727272727273,0.9442980625733906,0.7575480075480076,0.09090909090909091,2.5454545454545454,1.0133242043847805,0.42449999999999993,0.045454545454545456,0.9090909090909091,0.4831978463211831,0.4365129148629148,0.21990909090909086,0.6460909090909092,0.17287980694867278,3.6587111000111006,2.123272727272727,12.661909090909091,3.3854818289664266,0.69505217005217,0.0,2.0,0.9096469485393357,1.5913697413697414,0.36363636363636365,4.909090909090909,2.2667672727883335,0.9354201354201355,0.09090909090909091,2.727272727272727,1.1588064272277738,,,,,1.2142524142524143,1.0,1.8461538461538463,0.4606603725273247,0.4963147963147963,0.15384615384615385,1.9230769230769231,0.7981256993073903,0.18496225996225996,0.0,1.0769230769230769,0.4268601960014328,0.8219400432900432,0.5454545454545454,1.0,0.25222386613157954,0.46817758630258643,0.07876923076923077,0.8679999999999998,0.337041011697181,10.060161471861473,1.1798461538461535,64.42923076923077,22.85664938413692,1.354828504828505,0.38461538461538464,3.3076923076923075,1.1360517787986562,0.8583555333555335,0.15384615384615385,2.1538461538461537,0.9188235831986074,0.7997557997557997,0.07692307692307693,2.230769230769231,0.9370012260076696,7.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.8867269768953927,0.75,1.0,2.25,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.33603523271218255,0.25202642453413693,2.0,3.25,22.0,9.0,6.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.4515848998304297,1.0,2.7257924499152146,4.5,9.0,8.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,0.8468125720795251,2.0,3.0,5.0,0,2,0
891,891,11782,,66.0,2017-11-26 11:00:00,Huddersfield,Manchester City,1,2,0.0,0.375,6.6,"Huddersfield, West Yorkshire",24554,Etihad Stadium,Manchester,55097,21.644346241732187,2.0,1.0,2.0,1.0,3.0,1.0,12.0,1.0,6.0,13.0,4.0,2.0,4.0,3.0,6.0,7.0,88.0,74.0,37.0,41.0,,,,,2.1205627705627705,1.1818181818181819,3.1818181818181817,1.0405955110422027,0.1496392496392496,0.0,0.7272727272727273,0.343617878743667,2.3682539682539683,1.0909090909090908,3.909090909090909,1.3154889585735472,0.2024621212121212,0.0,0.5,0.2573605792002619,0.4269657786657787,0.3092727272727272,0.645,0.12711687821578954,7.081356601731602,3.345818181818182,13.036363636363633,4.169953421519217,0.15652958152958152,0.0,0.7272727272727273,0.26538088094906953,0.5897186147186146,0.09090909090909091,1.8181818181818181,0.8242938600187258,0.7174963924963925,0.09090909090909091,1.9090909090909092,0.9203704386766685,,,,,1.8067460317460322,1.3846153846153846,2.6153846153846154,0.6841243489572683,0.005494505494505495,0.0,0.07142857142857142,0.021334622931739582,0.3491054580340295,0.07142857142857142,1.6428571428571428,0.6340889644504243,0.5857707142857143,0.19519999999999998,0.9333,0.44198238125677153,0.5831176844980417,0.32042857142857134,0.9149285714285715,0.26302023080294884,17.120878682230472,2.0915,76.86528571428572,28.77505342187118,0.406959508745223,0.07142857142857142,0.9285714285714286,0.49309759785890994,0.4216039912468484,0.0,2.2857142857142856,0.8332499223395762,0.3912751930609074,0.0,1.5714285714285714,0.6291258310339709,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5047975348465306,0.0,0.0,1.1261993837116326,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189373386913438,0.0,0.0,1.0,27.0,15.0,11.0,11.0,7.0,5.0,5.0,4.0,3.0,3.0,3.0,1.8395575849211032,3.0,5.0,11.0,18.0,13.0,9.0,7.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,1.1019024281160148,1.0764268210870112,5.5,7.5,0,0,0
892,892,11780,,50.0,2017-11-28 14:45:00,Brighton,Crystal Palace,0,0,,,3.125,"Falmer, East Sussex",31872,Selhurst Park,London,26309,49.44740357604549,2.0,1.0,2.0,2.0,3.0,1.0,6.0,10.0,3.0,4.0,13.0,2.0,6.0,5.0,5.0,6.0,43.0,40.0,52.0,74.0,,,,,2.8334415584415584,1.4545454545454546,4.7272727272727275,1.8618903329141356,0.01919191919191919,0.0,0.18181818181818182,0.06495610993501713,0.43174603174603177,0.0,1.2727272727272727,0.6083619065094578,0.7726363636363636,0.6752727272727272,0.8699999999999999,0.25243712088359743,0.5172984487734488,0.20481818181818187,0.775,0.2633098159762276,4.677204401154401,2.524636363636364,7.700090909090909,2.5087540735641776,1.4206709956709958,0.2727272727272727,3.4545454545454546,1.6070440730952011,0.7081168831168831,0.18181818181818182,1.4545454545454546,0.5861461183721446,1.2790043290043291,0.18181818181818182,2.5454545454545454,0.9982422262158572,,,,,2.3083333333333336,1.2,3.8,1.3055421076119538,0.2652867965367965,0.0,0.8333333333333334,0.4730648081261862,1.048872655122655,0.0,2.5,1.1587597250497317,0.6256785714285714,0.19042857142857142,0.8808571428571429,0.5108092640795401,0.5236455988455989,0.3638181818181818,0.6546363636363636,0.12970142242531948,5.022793061568061,2.4830833333333335,8.385416666666666,2.8118947640800735,0.09465488215488216,0.0,0.6666666666666666,0.247538351638819,0.7699765512265513,0.0,1.8333333333333333,0.9406322688270371,0.4729707792207793,0.0,1.25,0.5943379756515746,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256479146875473,0.0,0.0,2.064119786718868,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3866278013497815,0.0,0.0,1.25,12.0,9.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.2485951151284886,1.8121487787821222,2.5,4.5,8.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.488771615887906,1.0,1.744385807943953,3.0,0,0,0
893,893,11781,,20.0,2017-11-28 14:45:00,Leicester,Tottenham,2,1,,1.0,3.333,"Leicester, Leicestershire",34310,Tottenham Hotspur Stadium,London,62850,,9.0,7.0,3.0,3.0,10.0,6.0,16.0,1.0,2.0,11.0,5.0,3.0,63.0,46.0,39.0,57.0,80.0,76.0,24.0,35.0,,,,,2.4595238095238097,1.4,4.0,1.3375962215582011,0.32633477633477637,0.0,0.8181818181818182,0.4783576916084134,0.9797979797979799,0.0,2.727272727272727,1.406883526532417,0.43195052910052906,0.1111111111111111,0.6297777777777777,0.26457473327809666,0.6858422897809263,0.39063636363636367,0.9697272727272727,0.2270540727391322,3.6916021645021644,2.482545454545454,5.425454545454545,1.1831379915417686,0.32067099567099566,0.0,1.0,0.5505680408317863,0.6591269841269841,0.09090909090909091,1.5454545454545454,0.7158277061153516,0.31284271284271287,0.0,1.2727272727272727,0.5874612166736288,,,,,1.635042735042735,1.0,3.0,0.987094257822097,0.06405717298574443,0.0,0.5714285714285714,0.20437414082320976,0.36255252683824113,0.0,1.4285714285714286,0.5692418063589737,0.4499226190476191,0.17500000000000002,0.6862499999999999,0.24311051460381933,0.4690315739815739,0.28157142857142864,0.6905000000000001,0.14158342448149386,8.655297181786468,5.080857142857144,17.795214285714284,5.176370700316729,1.1672282082996368,0.0,2.7142857142857144,1.0595682619656104,0.37696906268334845,0.0,1.4285714285714286,0.6888361696373089,0.6311046096760383,0.0,2.142857142857143,0.9295140409368141,17.0,7.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.10045875605717,1.0,2.050229378028585,4.0,7.0,6.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8978048065446349,0.0,1.5,3.25,37.0,18.0,15.0,12.0,11.0,6.0,3.0,2.0,1.0,1.0,0.0,1.6728915450498827,1.504668658787412,4.5,12.75,14.0,9.0,9.0,7.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.9060311268140864,0.9765077817035216,3.0,7.5,1,1,2
894,894,11778,,50.0,2017-11-28 15:00:00,Watford,Manchester United,2,4,,,4.167,Watford,22200,Old Trafford,Manchester,76212,148.3281303608074,7.0,7.0,5.0,4.0,13.0,2.0,12.0,0.0,7.0,10.0,3.0,6.0,49.0,39.0,55.0,72.0,63.0,50.0,21.0,40.0,,,,,1.7106060606060607,1.0,2.909090909090909,0.91455452833659,0.17287157287157287,0.0,1.0,0.3961586209108088,0.6454906204906204,0.0,1.9090909090909092,0.8277050884271683,0.6508945887445887,0.13636363636363635,1.0,0.5420185535616414,0.4569621656121656,0.18627272727272726,0.7056363636363637,0.22138200245186615,4.118381060606061,1.7070909090909092,9.943454545454545,3.487676367260407,0.7693362193362194,0.0,3.272727272727273,1.4441083735354898,1.2580808080808081,0.45454545454545453,2.727272727272727,0.9725345118457808,1.0203823953823954,0.18181818181818182,2.1818181818181817,0.8505173984771478,,,,,1.3934371184371186,1.0,2.1538461538461537,0.5850778246276299,0.3923415869844441,0.0,0.9285714285714286,0.5185940257087183,0.750489787989788,0.0,2.4285714285714284,1.1272154537491816,0.8221611721611721,0.5769230769230769,1.0,0.27508452729774113,0.47283671883671896,0.34461538461538466,0.6921538461538462,0.1419261689787569,4.1061727912960055,2.5687857142857142,7.124785714285713,1.5290368340448535,0.40694979623551053,0.0,2.9285714285714284,1.025973515828516,0.7040859933717076,0.0,2.0,0.8087251463729989,0.8814421689421691,0.0,2.7142857142857144,1.2540407380589729,10.0,5.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5192231947489636,0.0,1.759611597374482,3.5,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9491218310388533,0.0,1.0,1.5,26.0,17.0,9.0,8.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.6928048586055395,1.0,2.0,8.25,9.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,0.1445574628765531,3.75,4.5,6.0,1,3,0
