,Unnamed: 0,home_train_mae,home_test_mae,away_train_mae,away_test_mae,dataset_path,home_model_path,away_model_path,test_size
0,0.0,0.9123127511874316,0.6950819672131148,0.8432590427475338,0.8721311475409836,../data/trial_0/prem_data.csv,../data/trial_0/home_pipeline.joblib,../data/trial_0/away_pipeline.joblib,0.1
0,,0.9123127511874315,0.6950819672131148,0.8432590427475338,0.8721311475409836,../data/trial_0/prem_data.csv,../data/trial_0/home_pipeline.joblib,../data/trial_0/away_pipeline.joblib,0.1
